file_name,s3_key,file_format,file_size_bytes,last_modified,file_url
JC-202401-citibike-tripdata.csv.zip,JC-202401-citibike-tripdata.csv.zip,zip,1883296,2024-02-05T15:27:57.000Z,https://s3.amazonaws.com/tripdata/JC-202401-citibike-tripdata.csv.zip
JC-202402-citibike-tripdata.csv.zip,JC-202402-citibike-tripdata.csv.zip,zip,1908683,2024-03-04T16:10:13.000Z,https://s3.amazonaws.com/tripdata/JC-202402-citibike-tripdata.csv.zip
JC-202403-citibike-tripdata.csv.zip,JC-202403-citibike-tripdata.csv.zip,zip,2308314,2024-04-01T18:43:36.000Z,https://s3.amazonaws.com/tripdata/JC-202403-citibike-tripdata.csv.zip
JC-202404-citibike-tripdata.csv.zip,JC-202404-citibike-tripdata.csv.zip,zip,2810050,2024-05-06T20:40:54.000Z,https://s3.amazonaws.com/tripdata/JC-202404-citibike-tripdata.csv.zip
JC-202405-citibike-tripdata.csv.zip,JC-202405-citibike-tripdata.csv.zip,zip,3238096,2024-06-26T17:38:43.000Z,https://s3.amazonaws.com/tripdata/JC-202405-citibike-tripdata.csv.zip
JC-202406-citibike-tripdata.csv.zip,JC-202406-citibike-tripdata.csv.zip,zip,4413867,2024-07-08T18:18:21.000Z,https://s3.amazonaws.com/tripdata/JC-202406-citibike-tripdata.csv.zip
JC-202407-citibike-tripdata.csv.zip,JC-202407-citibike-tripdata.csv.zip,zip,4198201,2024-08-08T15:40:05.000Z,https://s3.amazonaws.com/tripdata/JC-202407-citibike-tripdata.csv.zip
JC-202408-citibike-tripdata.csv.zip,JC-202408-citibike-tripdata.csv.zip,zip,3530848,2024-09-05T00:48:02.000Z,https://s3.amazonaws.com/tripdata/JC-202408-citibike-tripdata.csv.zip
JC-202409-citibike-tripdata.csv.zip,JC-202409-citibike-tripdata.csv.zip,zip,4140046,2024-10-08T00:36:38.000Z,https://s3.amazonaws.com/tripdata/JC-202409-citibike-tripdata.csv.zip
JC-202410-citibike-tripdata.csv.zip,JC-202410-citibike-tripdata.csv.zip,zip,4028203,2024-11-04T19:48:14.000Z,https://s3.amazonaws.com/tripdata/JC-202410-citibike-tripdata.csv.zip
JC-202411-citibike-tripdata.csv.zip,JC-202411-citibike-tripdata.csv.zip,zip,2801836,2024-12-04T16:45:29.000Z,https://s3.amazonaws.com/tripdata/JC-202411-citibike-tripdata.csv.zip
JC-202412-citibike-tripdata.csv.zip,JC-202412-citibike-tripdata.csv.zip,zip,2012198,2025-01-06T20:42:14.000Z,https://s3.amazonaws.com/tripdata/JC-202412-citibike-tripdata.csv.zip
JC-202501-citibike-tripdata.csv.zip,JC-202501-citibike-tripdata.csv.zip,zip,1742971,2025-02-05T15:58:17.000Z,https://s3.amazonaws.com/tripdata/JC-202501-citibike-tripdata.csv.zip
JC-202502-citibike-tripdata.csv.zip,JC-202502-citibike-tripdata.csv.zip,zip,1608676,2025-03-04T16:10:26.000Z,https://s3.amazonaws.com/tripdata/JC-202502-citibike-tripdata.csv.zip
JC-202503-citibike-tripdata.csv.zip,JC-202503-citibike-tripdata.csv.zip,zip,2691428,2025-04-04T21:17:54.000Z,https://s3.amazonaws.com/tripdata/JC-202503-citibike-tripdata.csv.zip
JC-202504-citibike-tripdata.csv.zip,JC-202504-citibike-tripdata.csv.zip,zip,2818397,2025-05-07T12:33:03.000Z,https://s3.amazonaws.com/tripdata/JC-202504-citibike-tripdata.csv.zip
JC-202505-citibike-tripdata.csv.zip,JC-202505-citibike-tripdata.csv.zip,zip,3096305,2025-06-04T15:06:05.000Z,https://s3.amazonaws.com/tripdata/JC-202505-citibike-tripdata.csv.zip
JC-202506-citibike-tripdata.csv.zip,JC-202506-citibike-tripdata.csv.zip,zip,3493084,2025-07-06T22:27:07.000Z,https://s3.amazonaws.com/tripdata/JC-202506-citibike-tripdata.csv.zip
JC-202507-citibike-tripdata.csv.zip,JC-202507-citibike-tripdata.csv.zip,zip,3883467,2025-08-05T17:54:55.000Z,https://s3.amazonaws.com/tripdata/JC-202507-citibike-tripdata.csv.zip
JC-202508-citibike-tripdata.csv.zip,JC-202508-citibike-tripdata.csv.zip,zip,3654182,2025-09-04T19:35:20.000Z,https://s3.amazonaws.com/tripdata/JC-202508-citibike-tripdata.csv.zip
JC-202509-citibike-tripdata.csv.zip,JC-202509-citibike-tripdata.csv.zip,zip,4251679,2025-10-06T12:14:50.000Z,https://s3.amazonaws.com/tripdata/JC-202509-citibike-tripdata.csv.zip
JC-202510-citibike-tripdata.zip,JC-202510-citibike-tripdata.zip,zip,3599746,2025-11-04T17:52:56.000Z,https://s3.amazonaws.com/tripdata/JC-202510-citibike-tripdata.zip
JC-202511-citibike-tripdata.csv.zip,JC-202511-citibike-tripdata.csv.zip,zip,2681589,2025-12-08T19:56:35.000Z,https://s3.amazonaws.com/tripdata/JC-202511-citibike-tripdata.csv.zip
JC-202512-citibike-tripdata.csv.zip,JC-202512-citibike-tripdata.csv.zip,zip,1733900,2026-01-05T17:18:30.000Z,https://s3.amazonaws.com/tripdata/JC-202512-citibike-tripdata.csv.zip
JC-202601-citibike-tripdata.zip,JC-202601-citibike-tripdata.zip,zip,1441549,2026-02-04T14:49:55.000Z,https://s3.amazonaws.com/tripdata/JC-202601-citibike-tripdata.zip
JC-202602-citibike-tripdata.csv.zip,JC-202602-citibike-tripdata.csv.zip,zip,958731,2026-03-04T20:18:17.000Z,https://s3.amazonaws.com/tripdata/JC-202602-citibike-tripdata.csv.zip
JC-202603-citibike-tripdata.csv.zip,JC-202603-citibike-tripdata.csv.zip,zip,2228453,2026-04-03T19:00:09.000Z,https://s3.amazonaws.com/tripdata/JC-202603-citibike-tripdata.csv.zip
JC-202604-citibike-tripdata.zip,JC-202604-citibike-tripdata.zip,zip,2926810,2026-05-04T19:06:10.000Z,https://s3.amazonaws.com/tripdata/JC-202604-citibike-tripdata.zip

